,attendance,away_team,away_team_errors,away_team_hits,away_team_runs,date,field_type,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue,day_of_week,temperature,wind_speed,wind_direction,sky,total_runs,game_hours_dec,season,home_team_win,home_team_loss,home_team_outcome
895,29734,Houston Astros,0,9,5,8/21/2016,on grass,Night Game,Baltimore Orioles,1,6,3,5:40 p.m. Local,Oriole Park at Camden Yards,Sunday,79,2, from Right to Left,Overcast,8,2.533333333,regular season,0,1,Loss
896,25341,Washington Nationals,5,8,6,8/21/2016,on grass,Day Game,Atlanta Braves,0,9,7,1:36 p.m. Local,Turner Field,Sunday,87,9, out to Centerfield,Cloudy,13,3.6,regular season,1,0,Win
897,40309,New York Yankees,0,6,0,8/21/2016,on grass,Day Game,Los Angeles Angels of Anaheim,0,8,2,12:37 p.m. Local,Angel Stadium of Anaheim,Sunday,83,6, from Right to Left,Cloudy,2,2.65,regular season,1,0,Win
899,41125,New York Mets,0,13,9,8/20/2016,on grass,Day Game,San Francisco Giants,0,11,5,1:06 p.m. Local,AT&T Park,Saturday,63,10, out to Centerfield,Overcast,14,3.35,regular season,0,1,Loss
900,29170,Milwaukee Brewers,1,7,2,8/20/2016,on grass,Night Game,Seattle Mariners,0,12,8,6:11 p.m. Local,Safeco Field,Saturday,82,4, out to Centerfield,Sunny,10,2.883333333,regular season,1,0,Win
901,32599,Arizona Diamondbacks,1,4,2,8/20/2016,on grass,Night Game,San Diego Padres,4,3,1,5:40 p.m. Local,Petco Park,Saturday,75,13, out to Rightfield,Sunny,3,2.866666667,regular season,0,1,Loss
902,37828,Miami Marlins,0,6,3,8/20/2016,on grass,Night Game,Pittsburgh Pirates,1,4,1,7:08 p.m. Local,PNC Park,Saturday,84,10, in from Rightfield,Cloudy,4,2.5,regular season,0,1,Loss
903,32288,St. Louis Cardinals,0,9,2,8/20/2016,on grass,Night Game,Philadelphia Phillies,0,11,4,7:09 p.m. Local,Citizens Bank Park,Saturday,85,7, out to Leftfield,Cloudy,6,2.933333333,regular season,1,0,Win
904,29268,Minnesota Twins,0,4,0,8/20/2016,on grass,Night Game,Kansas City Royals,0,17,10,6:16 p.m. Local,Kauffman Stadium,Saturday,76,13, from Left to Right,Sunny,10,2.516666667,regular season,1,0,Win
905,37886,Boston Red Sox,0,8,3,8/20/2016,on grass,Night Game,Detroit Tigers,0,6,2,8:30 p.m. Local,Comerica Park,Saturday,75,14, in from Centerfield,Overcast,5,2.6,regular season,0,1,Loss
906,48113,Chicago Cubs,0,15,9,8/20/2016,on grass,Night Game,Colorado Rockies,2,5,2,6:10 p.m. Local,Coors Field,Saturday,76,5, in from Rightfield,Sunny,11,3.083333333,regular season,0,1,Loss
907,33604,Toronto Blue Jays,2,14,6,8/20/2016,on grass,Night Game,Cleveland Indians,0,6,5,7:10 p.m. Local,Progressive Field,Saturday,85,21, out to Centerfield,Cloudy,11,3,regular season,0,1,Loss
908,29735,Los Angeles Dodgers,0,3,1,8/20/2016,on grass,Night Game,Cincinnati Reds,0,18,11,7:10 p.m. Local,Great American Ball Park,Saturday,76,9, in unknown direction,Overcast,12,2.883333333,regular season,1,0,Win
909,21178,Oakland Athletics,0,6,2,8/20/2016,on grass,Night Game,Chicago White Sox,0,10,6,6:11 p.m. Local,U.S. Cellular Field,Saturday,78,17, out to Leftfield,Overcast,8,2.55,regular season,1,0,Win
910,39373,Houston Astros,0,14,12,8/20/2016,on grass,Night Game,Baltimore Orioles,1,7,2,7:07 p.m. Local,Oriole Park at Camden Yards,Saturday,86,3, out to Centerfield,Cloudy,14,3.35,regular season,0,1,Loss
911,42421,Washington Nationals,1,17,11,8/20/2016,on grass,Night Game,Atlanta Braves,0,12,9,7:11 p.m. Local,Turner Field,Saturday,79,5, out to Centerfield,Cloudy,20,3.433333333,regular season,0,1,Loss
912,44129,New York Yankees,0,8,5,8/20/2016,on grass,Night Game,Los Angeles Angels of Anaheim,1,4,1,6:45 p.m. Local,Angel Stadium of Anaheim,Saturday,80,8, out to Centerfield,Sunny,6,2.85,regular season,0,1,Loss
914,41434,New York Mets,2,11,1,8/19/2016,on grass,Night Game,San Francisco Giants,0,15,8,7:26 p.m. Local,AT&T Park,Friday,60,13, out to Centerfield,Cloudy,9,2.9,regular season,1,0,Win
915,37758,Milwaukee Brewers,3,11,6,8/19/2016,on grass,Night Game,Seattle Mariners,0,11,7,7:10 p.m. Local,Safeco Field,Friday,90,2, out to Rightfield,Sunny,13,3.35,regular season,1,0,Win
916,26080,Arizona Diamondbacks,0,13,4,8/19/2016,on grass,Night Game,San Diego Padres,1,11,7,7:40 p.m. Local,Petco Park,Friday,74,13, from Left to Right,Sunny,11,3.966666667,regular season,1,0,Win
917,32357,Miami Marlins,1,16,6,8/19/2016,on grass,Night Game,Pittsburgh Pirates,2,12,5,7:07 p.m. Local,PNC Park,Friday,83,8, out to Leftfield,Cloudy,11,3.6,regular season,0,1,Loss
918,20627,St. Louis Cardinals,0,9,4,8/19/2016,on grass,Night Game,Philadelphia Phillies,0,11,3,7:09 p.m. Local,Citizens Bank Park,Friday,87,6, out to Centerfield,Unknown,7,3.9,regular season,0,1,Loss
919,28463,Minnesota Twins,0,7,4,8/19/2016,on grass,Night Game,Kansas City Royals,0,12,5,7:16 p.m. Local,Kauffman Stadium,Friday,84,14, from Right to Left,Cloudy,9,3.733333333,regular season,1,0,Win
920,36108,Boston Red Sox,1,16,10,8/19/2016,on grass,Night Game,Detroit Tigers,0,4,2,7:10 p.m. Local,Comerica Park,Friday,79,8, from Right to Left,Unknown,12,2.766666667,regular season,0,1,Loss
921,43950,Chicago Cubs,2,12,6,8/19/2016,on grass,Night Game,Colorado Rockies,0,11,7,8:50 p.m. Local,Coors Field,Friday,53,8, in from Leftfield,Unknown,13,3.783333333,regular season,1,0,Win
922,14108,Miami Marlins,2,8,4,8/18/2016,on grass,Night Game,Cincinnati Reds,2,8,5,7:10 p.m. Local,Great American Ball Park,Thursday,82,7, in unknown direction,Cloudy,9,2.666666667,regular season,1,0,Win
923,41407,Milwaukee Brewers,0,6,6,8/18/2016,on grass,Day Game,Chicago Cubs,0,14,9,1:20 p.m. Local,Wrigley Field,Thursday,84,9, in unknown direction,Sunny,15,3.35,regular season,1,0,Win
924,20288,Houston Astros,0,7,5,8/18/2016,on grass,Night Game,Baltimore Orioles,1,18,13,7:07 p.m. Local,Oriole Park at Camden Yards,Thursday,87,7, from Left to Right,Cloudy,18,2.666666667,regular season,1,0,Win
925,24099,Washington Nationals,1,6,8,8/18/2016,on grass,Night Game,Atlanta Braves,2,7,2,8:26 p.m. Local,Turner Field,Thursday,74,4, in from Centerfield,Drizzle,10,3.533333333,regular season,0,1,Loss
926,37721,Seattle Mariners,1,8,4,8/18/2016,on grass,Night Game,Los Angeles Angels of Anaheim,0,10,6,7:09 p.m. Local,Angel Stadium of Anaheim,Thursday,80,7, out to Centerfield,Sunny,10,2.966666667,regular season,1,0,Win
927,26743,Oakland Athletics,1,8,2,8/17/2016,on grass,Night Game,Texas Rangers,0,11,6,7:11 p.m. Local,Globe Life Park in Arlington,Wednesday,79,10, from Left to Right,Overcast,8,2.9,regular season,1,0,Win
929,41139,Pittsburgh Pirates,0,7,6,8/17/2016,on grass,Day Game,San Francisco Giants,0,10,5,12:45 p.m. Local,AT&T Park,Wednesday,65,9, out to Centerfield,Cloudy,11,3.35,regular season,0,1,Loss
930,21137,Los Angeles Dodgers,0,11,7,8/17/2016,on grass,Night Game,Philadelphia Phillies,0,11,2,7:06 p.m. Local,Citizens Bank Park,Wednesday,88,7, from Left to Right,Cloudy,9,3.383333333,regular season,0,1,Loss
931,37736,Toronto Blue Jays,0,11,7,8/17/2016,on grass,Day Game,New York Yankees,1,9,4,1:09 p.m. Local,Yankee Stadium III,Wednesday,85,16, from Left to Right,Cloudy,11,2.783333333,regular season,0,1,Loss
933,28790,Kansas City Royals,2,7,4,8/17/2016,on grass,Night Game,Detroit Tigers,0,6,1,7:10 p.m. Local,Comerica Park,Wednesday,75,1, in from Centerfield,Overcast,5,2.783333333,regular season,0,1,Loss
934,25308,Washington Nationals,0,13,10,8/17/2016,on grass,Day Game,Colorado Rockies,1,11,12,1:12 p.m. Local,Coors Field,Wednesday,85,4, out to Rightfield,Sunny,22,3.866666667,regular season,1,0,Win
935,14371,Chicago White Sox,0,13,10,8/17/2016,on grass,Night Game,Cleveland Indians,2,13,7,7:10 p.m. Local,Progressive Field,Wednesday,81,6, in from Leftfield,Cloudy,17,3.5,regular season,0,1,Loss
936,13973,Miami Marlins,1,6,2,8/17/2016,on grass,Night Game,Cincinnati Reds,1,8,3,7:10 p.m. Local,Great American Ball Park,Wednesday,80,6, from Right to Left,Overcast,5,3.116666667,regular season,1,0,Win
937,40310,Milwaukee Brewers,0,4,1,8/17/2016,on grass,Night Game,Chicago Cubs,0,8,6,7:06 p.m. Local,Wrigley Field,Wednesday,81,3, out to Rightfield,Cloudy,7,2.833333333,regular season,1,0,Win
938,26160,Boston Red Sox,1,13,8,8/17/2016,on grass,Night Game,Baltimore Orioles,0,4,1,7:08 p.m. Local,Oriole Park at Camden Yards,Wednesday,89,3, out to Rightfield,Unknown,9,2.2,regular season,0,1,Loss
939,19304,Minnesota Twins,0,14,10,8/17/2016,on grass,Night Game,Atlanta Braves,0,8,3,7:10 p.m. Local,Turner Field,Wednesday,89,7, from Left to Right,Cloudy,13,3.4,regular season,0,1,Loss
941,36950,Seattle Mariners,0,10,4,8/17/2016,on grass,Night Game,Los Angeles Angels of Anaheim,0,14,3,7:08 p.m. Local,Angel Stadium of Anaheim,Wednesday,82,5, from Right to Left,Sunny,7,3.616666667,regular season,0,1,Loss
942,21877,Oakland Athletics,0,11,4,8/16/2016,on grass,Night Game,Texas Rangers,1,6,5,7:06 p.m. Local,Globe Life Park in Arlington,Tuesday,79,10, from Left to Right,Overcast,9,3.666666667,regular season,1,0,Win
944,41185,Pittsburgh Pirates,2,8,4,8/16/2016,on grass,Night Game,San Francisco Giants,0,8,3,7:16 p.m. Local,AT&T Park,Tuesday,62,14, from Left to Right,Sunny,7,3.2,regular season,0,1,Loss
945,28118,Los Angeles Dodgers,1,13,15,8/16/2016,on grass,Night Game,Philadelphia Phillies,1,8,5,7:08 p.m. Local,Citizens Bank Park,Tuesday,89,10, out to Rightfield,Unknown,20,3.5,regular season,0,1,Loss
946,31874,Toronto Blue Jays,0,15,12,8/16/2016,on grass,Night Game,New York Yankees,1,8,6,7:08 p.m. Local,Yankee Stadium III,Tuesday,83,8, from Right to Left,Cloudy,18,3.15,regular season,0,1,Loss
948,28663,Kansas City Royals,0,6,6,8/16/2016,on grass,Night Game,Detroit Tigers,1,3,1,7:11 p.m. Local,Comerica Park,Tuesday,77,12, out to Centerfield,Cloudy,7,2.716666667,regular season,0,1,Loss
949,29209,Washington Nationals,0,9,2,8/16/2016,on grass,Night Game,Colorado Rockies,0,9,6,6:40 p.m. Local,Coors Field,Tuesday,84,7, out to Rightfield,Unknown,8,2.9,regular season,1,0,Win
950,13857,Chicago White Sox,1,7,1,8/16/2016,on grass,Night Game,Cleveland Indians,0,11,3,7:11 p.m. Local,Progressive Field,Tuesday,77,14, out to Rightfield,Overcast,4,3.133333333,regular season,1,0,Win
951,14440,Miami Marlins,0,9,3,8/16/2016,on grass,Night Game,Cincinnati Reds,0,8,6,7:11 p.m. Local,Great American Ball Park,Tuesday,76,6, in from Rightfield,Overcast,9,2.566666667,regular season,1,0,Win
952,39420,Milwaukee Brewers,0,6,1,8/16/2016,on grass,Night Game,Chicago Cubs,1,10,4,7:05 p.m. Local,Wrigley Field,Tuesday,76,3, from Right to Left,Sunny,5,3.35,regular season,1,0,Win
953,41148,Milwaukee Brewers,0,3,0,8/16/2016,on grass,Day Game,Chicago Cubs,1,6,4,12:20 p.m. Local,Wrigley Field,Tuesday,80,5, in from Leftfield,Cloudy,4,3.2,regular season,1,0,Win
954,26014,Boston Red Sox,0,7,5,8/16/2016,on grass,Night Game,Baltimore Orioles,0,4,3,7:08 p.m. Local,Oriole Park at Camden Yards,Tuesday,90,11, out to Centerfield,Cloudy,8,3.083333333,regular season,0,1,Loss
955,17611,Minnesota Twins,0,11,4,8/16/2016,on grass,Night Game,Atlanta Braves,0,6,2,7:10 p.m. Local,Turner Field,Tuesday,83,5, from Right to Left,Overcast,6,3.466666667,regular season,0,1,Loss
957,37546,Seattle Mariners,0,10,6,8/16/2016,on grass,Night Game,Los Angeles Angels of Anaheim,2,8,7,7:07 p.m. Local,Angel Stadium of Anaheim,Tuesday,84,7, out to Centerfield,Sunny,13,3.05,regular season,1,0,Win
958,22845,Oakland Athletics,1,6,2,8/15/2016,on grass,Night Game,Texas Rangers,1,10,5,7:08 p.m. Local,Globe Life Park in Arlington,Monday,75,7, from Left to Right,Unknown,7,2.7,regular season,1,0,Win
960,41850,Pittsburgh Pirates,1,12,8,8/15/2016,on grass,Night Game,San Francisco Giants,0,12,5,7:16 p.m. Local,AT&T Park,Monday,64,13, out to Centerfield,Sunny,13,3.45,regular season,0,1,Loss
961,36015,Toronto Blue Jays,0,3,0,8/15/2016,on grass,Night Game,New York Yankees,0,8,1,7:08 p.m. Local,Yankee Stadium III,Monday,87,5, from Left to Right,Cloudy,1,2.916666667,regular season,1,0,Win
962,29803,Kansas City Royals,1,9,3,8/15/2016,on grass,Night Game,Detroit Tigers,1,6,1,7:10 p.m. Local,Comerica Park,Monday,76,11, from Right to Left,Unknown,4,2.966666667,regular season,0,1,Loss
963,27818,Washington Nationals,0,10,5,8/15/2016,on grass,Night Game,Colorado Rockies,0,10,4,6:40 p.m. Local,Coors Field,Monday,82,7, out to Leftfield,Unknown,9,3.433333333,regular season,0,1,Loss
964,19174,Boston Red Sox,0,10,3,8/15/2016,on grass,Day Game,Cleveland Indians,0,6,2,1:12 p.m. Local,Progressive Field,Monday,79,5, out to Leftfield,Unknown,5,2.95,regular season,0,1,Loss
965,16918,Miami Marlins,2,9,6,8/15/2016,on grass,Night Game,Cincinnati Reds,1,7,3,7:10 p.m. Local,Great American Ball Park,Monday,74,6, in from Centerfield,Overcast,9,3.683333333,regular season,0,1,Loss
967,29107,Atlanta Braves,2,5,1,8/14/2016,on grass,Day Game,Washington Nationals,0,9,9,1:36 p.m. Local,Nationals Park,Sunday,96,9, out to Rightfield,Cloudy,10,2.766666667,regular season,1,0,Win
968,47261,Houston Astros,2,7,2,8/14/2016,on turf,Day Game,Toronto Blue Jays,2,11,9,1:17 p.m. Local,Rogers Centre,Sunday,77,8, from Left to Right,Cloudy,11,2.983333333,regular season,1,0,Win
969,35458,Detroit Tigers,0,13,7,8/14/2016,on grass,Day Game,Texas Rangers,1,4,0,2:07 p.m. Local,Globe Life Park in Arlington,Sunday,86,13, out to Rightfield,Unknown,7,2.433333333,regular season,0,1,Loss
970,41268,Baltimore Orioles,1,15,8,8/14/2016,on grass,Day Game,San Francisco Giants,1,14,7,1:06 p.m. Local,AT&T Park,Sunday,62,13, out to Centerfield,Cloudy,15,3.233333333,regular season,0,1,Loss
971,20068,Colorado Rockies,4,12,6,8/14/2016,on grass,Day Game,Philadelphia Phillies,1,10,7,1:38 p.m. Local,Citizens Bank Park,Sunday,95,13, out to Rightfield,Cloudy,13,3.55,regular season,1,0,Win
972,21203,Seattle Mariners,0,12,8,8/14/2016,on grass,Day Game,Oakland Athletics,0,9,4,1:07 p.m. Local,Oakland-Alameda County Coliseum,Sunday,65,12, out to Rightfield,Sunny,12,2.85,regular season,0,1,Loss
973,26612,San Diego Padres,2,4,1,8/14/2016,on grass,Day Game,New York Mets,0,5,5,1:10 p.m. Local,Citi Field,Sunday,96,11, out to Rightfield,Cloudy,6,2.783333333,regular season,1,0,Win
974,41473,Tampa Bay Rays,0,15,12,8/14/2016,on grass,Day Game,New York Yankees,1,7,3,1:26 p.m. Local,Yankee Stadium III,Sunday,95,12, out to Leftfield,Sunny,15,2.9,regular season,0,1,Loss
975,31730,Kansas City Royals,1,16,11,8/14/2016,on grass,Day Game,Minnesota Twins,4,6,4,1:12 p.m. Local,Target Field,Sunday,78,6, from Left to Right,Cloudy,15,3.116666667,regular season,0,1,Loss
976,30103,Cincinnati Reds,0,7,3,8/14/2016,on grass,Day Game,Milwaukee Brewers,0,8,7,1:10 p.m. Local,Miller Park,Sunday,82,7, out to Centerfield,Cloudy,10,2.866666667,regular season,1,0,Win
978,43468,Pittsburgh Pirates,0,16,11,8/14/2016,on grass,Day Game,Los Angeles Dodgers,2,7,3,1:10 p.m. Local,Dodger Stadium,Sunday,90,6, out to Centerfield,Sunny,14,3.65,regular season,0,1,Loss
979,18979,Los Angeles Angels of Anaheim,0,5,4,8/14/2016,on grass,Day Game,Cleveland Indians,0,11,5,2:48 p.m. Local,Progressive Field,Sunday,75,10, out to Rightfield,Overcast,9,2.783333333,regular season,1,0,Win
980,41019,St. Louis Cardinals,0,10,6,8/14/2016,on grass,Night Game,Chicago Cubs,1,8,4,7:09 p.m. Local,Wrigley Field,Sunday,78,6, in from Rightfield,Unknown,10,3.033333333,regular season,0,1,Loss
981,36842,Arizona Diamondbacks,1,7,2,8/14/2016,on grass,Day Game,Boston Red Sox,2,19,16,1:35 p.m. Local,Fenway Park,Sunday,92,15, out to Centerfield,Cloudy,18,2.816666667,regular season,1,0,Win
982,38490,Atlanta Braves,1,11,6,8/13/2016,on grass,Night Game,Washington Nationals,1,11,7,7:05 p.m. Local,Nationals Park,Saturday,96,11, out to Rightfield,Sunny,13,3.116666667,regular season,1,0,Win
